producer;title;size;price;unit_price;url
PPHU TEDJAR;TEDJAR Kartacze 400 g;;;;https://mamyito.pl/produkt/kartacze-tedjar-400g
PPHU TEDJAR;TEDJAR Kluski leniwe 400 g;;;;https://mamyito.pl/produkt/kluski-leniwe-tedjar-400g
MELVIT S.A.;MELVIT Mąka żytnia razowa do wypieku domowego chleba 1000 g;;;;https://mamyito.pl/produkt/maka-zytnia-razowa-do-wypieku-domowego-chleba-melvit-1000g
"ZAKŁADY TŁUSZCZOWE ""KRUSZWICA"" S.A.";KUJAWSKI Olej rzepakowy pomidor czosnek bazylia 250 ml;;;;https://mamyito.pl/produkt/olej-rzepakowy-pomidor-czosnek-bazylia-kujawski-250ml
ROLESKI SP. J.;ROLESKI Ketchup pikantny premium 465 g;;;;https://mamyito.pl/produkt/ketchup-pikantny-premium-roleski-465g
ANIMEX FOODS SP. Z O.O., SP.K.;KRAKUS Kabanosy wieprzowe 180 g;;;;https://mamyito.pl/produkt/kabanosy-wieprzowe-krakus-180g
"SM „MLEKPOL"" W GRAJEWIE";ŁACIATY Mix tłuszczowy 200g;;;;https://mamyito.pl/produkt/mix-tluszczowy-laciaty-200g
PPHU TEDJAR;TEDJAR Surówka z pora 200 g;;;;https://mamyito.pl/produkt/surowka-z-pora-tedjar-200g
Pernes LTD;LONG CHIPS Chipsy ziemniaczane o smaku barbecue 75g;;;;https://mamyito.pl/produkt/chipsy-ziemniaczane-o-smaku-barbacue-long-chips-75g
Pernes LTD;LONG CHIPS Chipsy ziemniaczane o smaku pomidorowym 75g;;;;https://mamyito.pl/produkt/chipsy-ziemniaczane-o-smaku-pomidorowym-long-chips-75g
Pernes LTD;LONG CHIPS Chipsy ziemniaczane o smaku soli morskiej z octem 75g;;;;https://mamyito.pl/produkt/chipsy-ziemniaczane-o-smaku-soli-morskiej-z-octem-long-chips-75g
FIRMA HANDLOWA ROLNIK SP. J.;ROLNIK Żurawina cała do mięs premium 300 g;;;;https://mamyito.pl/produkt/zurawina-cala-do-mies-premium-rolnik-300g
Pernes LTD;LONG CHIPS Chipsy ziemniaczane oryginalne 75g;;;;https://mamyito.pl/produkt/chipsy-ziemniaczane-oryginalne-long-chips-75g
ZAKŁADY PRZEMYSŁU CUKIERNICZEGO SKAWA S.A.;WADOWICE SKAWA MARYNARZ Draże o smaku śmietankowym 70 g;;;;https://mamyito.pl/produkt/draze-o-smaku-smietankowym-wadowice-skawa-marynarz-70g
ZPS JAMAR SZCZEPANIAK SP. J.;JAMAR Kukurydza konserwowa 400 g;;;;https://mamyito.pl/produkt/kukurydza-konserwowa-jamar-400g
FERRERO POLSKA COMMERCIAL SP. Z O.O.;NUTELLA B-READY Wafelek z orzechami laskowymi i kakao oraz chrupkami 132 g;;;;https://mamyito.pl/produkt/wafelek-z-orzechami-laskowymi-i-kakao-oraz-chrupkami-nutella-b-ready-132g
MWS SP. Z O.O., SP.K.;TARCZYN Nektar pomarańcza 300 ml;;;;https://mamyito.pl/produkt/nektar-pomarancza-tarczyn-300ml
JOHNSON & JOHNSON POLAND SP. Z O.O.;BEBE Klasyczna pomadka do ust 4,9 g;;;;https://mamyito.pl/produkt/klasyczna-pomadka-do-ust-bebe-49g
W.H.P.M Bioresearch & Technology Co., Ltd.;DIATHER Test narko multi pro ślina 1 szt.;;;;https://mamyito.pl/produkt/test-narko-multi-pro-slina-diather-47g
L'ORÉAL POLSKA SP. Z O.O.;GARNIER FRUCTIS Odżywka wzmacniająca do włosów zniszczonych Goodbye Damage 200ml;;;;https://mamyito.pl/produkt/odzywka-wzmacniajaca-do-wlosow-zniszczonych-goodbye-damage-200ml-garnier-fructis-200ml
LACTALIS POLSKA SP. Z O.O.;JOVI DUET Napój jogurtowy malina-czerwona porzeczka 350 g;;;;https://mamyito.pl/produkt/napoj-jogurtowy-malina-czerwona-porzeczka-jovi-duet-350g
LACTALIS POLSKA SP. Z O.O.;JOVI DUET Napój jogurtowy o smaku banana i truskawki 350 g;;;;https://mamyito.pl/produkt/napoj-jogurtowy-o-smaku-banana-i-truskawki-jovi-duet-350g
LACTALIS POLSKA SP. Z O.O.;JOVI DUET Napój jogurtowy o smaku jagody i wiśni 350 g;;;;https://mamyito.pl/produkt/napoj-jogurtowy-o-smaku-jagody-i-wisni-jovi-duet-350g
LACTALIS POLSKA SP. Z O.O.;JOVI DUET Napój jogurtowy o smaku truskawki i kiwi 350 g;;;;https://mamyito.pl/produkt/napoj-jogurtowy-o-smaku-truskawki-i-kiwi-jovi-duet-350g
"SM „MLEKPOL"" W GRAJEWIE";ŁACIATE Serek puszysty z cebulką i szczypiorkiem 150 g;;;;https://mamyito.pl/produkt/serek-puszysty-z-cebulka-i-szczypiorkiem-laciate-150g
"SM „MLEKPOL"" W GRAJEWIE";ŁACIATE Serek puszysty z czosnkiem 150 g;;;;https://mamyito.pl/produkt/serek-puszysty-z-czosnkiem-laciate-150g
"SM „MLEKPOL"" W GRAJEWIE";ŁACIATY Serek puszysty meksykański 150 g;;;;https://mamyito.pl/produkt/serek-puszysty-meksykanski-laciaty-150g
"SM „MLEKPOL"" W GRAJEWIE";ŁACIATY Serek puszysty naturalny 150 g;;;;https://mamyito.pl/produkt/serek-puszysty-naturalny-laciaty-150g
OKRĘGOWA SM W ŁOWICZU;ŁOWICZ Mleko UHT 1,5 % bez laktozy 1000 ml;;;;https://mamyito.pl/produkt/mleko-uht-15-bez-laktozy-lowicz-1000ml
ŻYWIEC ZDRÓJ S.A. CIĘCINA;ŻYWIEC ZDRÓJ Woda niegazowana źródlana Sports Cup 700 ml;;;;https://mamyito.pl/produkt/woda-niegazowana-zrodlana-sports-cup-zywiec-zdroj-700ml
NESTLÉ POLSKA S.A.;NAŁĘCZOWIANKA Naturalna woda mineralna niegazowana 500 ml;;;;https://mamyito.pl/produkt/naturalna-woda-mineralna-niegazowana-naleczowianka-500ml
POLSKA WODA SP. Z O.O.;PRIMAVERA Woda źródlana niegazowana 1000 ml;;;;https://mamyito.pl/produkt/woda-zrodlana-niegazowana-primavera-1000ml
ŻYWIEC ZDRÓJ S.A. CIĘCINA;ŻYWIEC ZDRÓJ Woda źródlana niegazowana 500 ml;;;;https://mamyito.pl/produkt/woda-zrodlana-niegazowana-zywiec-zdroj-500ml
NESTLÉ POLSKA S.A.;NAŁĘCZOWIANKA Naturalna woda mineralna niegazowana 1000 ml;;;;https://mamyito.pl/produkt/naturalna-woda-mineralna-niegazowana-naleczowianka-1000ml
RODOWITA Z ROZTOCZA SP. Z O.O.;RODOWITA Woda mineralna niegazowana 1000ml;;;;https://mamyito.pl/produkt/woda-mineralna-niegazowana-rodowita-1000ml
RODOWITA Z ROZTOCZA SP. Z O.O.;RODOWITA Woda mineralna delikatnie gazowana 1000ml;;;;https://mamyito.pl/produkt/woda-mineralna-delikatnie-gazowana-rodowita-1000ml
VAN PUR S.A.;ŁOMŻA Piwo jasne pełne butelka 330 ml;;;;https://mamyito.pl/produkt/piwo-jasne-pelne-butelka-lomza-330ml
FLESCH POLSKA SP. Z O.O.;MAZOWSZANKA Woda źródlana 5l;;;;https://mamyito.pl/produkt/woda-zrodlana-mazowszanka-5l
KRYNKA;Woda niegazowana 5000 ml;;;;https://mamyito.pl/produkt/woda-niegazowana-krynka-5l
PUTKA SP. Z O.O.;PUTKA Pączek wyborowy 75 g;;;;https://mamyito.pl/produkt/paczek-wyborowy-putka-75g
DROSED S.A.;DROSED PODLASKI Pasztet drobiowy 50 g;;;;https://mamyito.pl/produkt/pasztet-drobiowy-drosed-podlaski-50g
ŻYWIEC ZDRÓJ S.A. CIĘCINA;ŻYWIEC ZDRÓJ Woda źródlana niegazowana 1000 ml;;;;https://mamyito.pl/produkt/woda-zrodlana-niegazowana-zywiec-zdroj-1000ml
PUTKA SP. Z O.O.;PUTKA Gniazdo poznańskie 70 g;;;;https://mamyito.pl/produkt/gniazdo-poznanskie-putka-70g
DR GERARD SP. Z O.O.;ARTUR Krakersy mix solone 90 g;;;;https://mamyito.pl/produkt/krakersy-mix-solone-artur-90g
JANEX SP.J.;JANEX Karkówka wieprzowa bez kości 600 g;;;;https://mamyito.pl/produkt/karkowka-wieprzowa-bez-kosci-janex-600g
RODOWITA Z ROZTOCZA SP. Z O.O.;RODOWITA Woda mineralna gazowana 1000ml;;;;https://mamyito.pl/produkt/woda-mineralna-gazowana-rodowita-1000ml
COCA-COLA HBC POLSKA SP. Z O.O.;KINLEY Napój gazowany Tonic Water 1l;;;;https://mamyito.pl/produkt/napoj-gazowany-tonic-water-kinley-1000ml
PUTKA SP. Z O.O.;PUTKA Chleb zwykły 500 g;;;;https://mamyito.pl/produkt/chleb-zwykly-putka-500g
UNILEVER POLSKA SP. Z O.O.;HELLMANN'S Ketchup pikantny 470 g;;;;https://mamyito.pl/produkt/ketchup-pikantny-hellmanns-470g
NESTLÉ POLSKA S.A.;NAŁĘCZOWIANKA NAŁ KIDS Naturalna woda mineralna niegazowana 330 ml;;;;https://mamyito.pl/produkt/naturalna-woda-mineralna-niegazowana-naleczowianka-nal-kids-330ml
"SM „MLEKPOL"" W GRAJEWIE";ŁACIATE Mleko o smaku czekoladowym UHT 200 ml;;;;https://mamyito.pl/produkt/mleko-o-smaku-czekoladowym-uht-laciate-200ml
PUTKA SP. Z O.O.;PUTKA Bułka tarta 400 g;;;;https://mamyito.pl/produkt/bulka-tarta-putka-400g
ZAKŁAD MIĘSNY WIERZEJKI J. M. ZDANOWSCY SP.J.;WIERZEJKI Salceson włoski w plastrach 170 g;;;;https://mamyito.pl/produkt/salceson-wloski-w-plastrach-wierzejki-170g
OKRĘGOWA SM W PIĄTNICY;PIĄTNICA Jogurt naturalny 330 g;;;;https://mamyito.pl/produkt/jogurt-naturalny-piatnica-330g
FORTUNA SP. Z O.O.;FORTUNA Sok 100% pomidorowo warzywny 300 ml;;;;https://mamyito.pl/produkt/sok-100-pomidorowo-warzywny-fortuna-300ml
ŻYWIEC ZDRÓJ S.A. CIĘCINA;ŻYWIEC ZDRÓJ Woda źródlana niegazowana 5000 ml;;;;https://mamyito.pl/produkt/woda-zrodlana-niegazowana-zywiec-zdroj-5l
JANEX SP.J.;JANEX Golonka z indyka 700 g;;;;https://mamyito.pl/produkt/golonka-z-indyka-janex-700g
"ABF „ŠILUTĖS RAMBYNAS""";PIK-NIK KIDS ORGINAL Paluszki serowe 80 g;;;;https://mamyito.pl/produkt/paluszki-serowe-pik-nik-kids-orginal-80g
OKRĘGOWA SM W KRASNYMSTAWIE;KRASNYSTAW Jogurt naturalny wapń + probiotyk 175 g;;;;https://mamyito.pl/produkt/jogurt-naturalny-wapn-probiotyk-krasnystaw-175g
SPÓŁDZIELCZA MLECZARNIA SPOMLEK;SERENADA Ser żółty radamer w plastrach 135g;;;;https://mamyito.pl/produkt/ser-zolty-radamer-w-plastrach-serenada-135g
UNILEVER POLSKA SP. Z O.O.;ALGIDA TWISTER Lody o smaku owocowym 80 ml;;;;https://mamyito.pl/produkt/lody-o-smaku-owocowym-algida-twister-80ml
PUTKA SP. Z O.O.;PUTKA Chleb ProBody 300 g;;;;https://mamyito.pl/produkt/chleb-probody-putka-300g
LACTALIS POLSKA SP. Z O.O.;PRESIDENT Twaróg Delikatny naturalny 150 g;;;;https://mamyito.pl/produkt/twarog-delikatny-naturalny-president-150g
ZAKŁAD MIĘSNY WIERZEJKI J. M. ZDANOWSCY SP.J.;WIERZEJKI Boczek surowy b/ż 200g;;;;https://mamyito.pl/produkt/boczek-surowy-bz-wierzejki-200g
FORTUNA SP. Z O.O.;FORTUNA Sok 100% pomidor 300 ml;;;;https://mamyito.pl/produkt/sok-100-pomidor-fortuna-300ml
PUTKA SP. Z O.O.;PUTKA Bułka wrocławska 300 g;;;;https://mamyito.pl/produkt/bulka-wroclawska-putka-300g
ZAKŁAD MIĘSNY WIERZEJKI J. M. ZDANOWSCY SP.J.;WIERZEJKI Polędwiczki z kurczaka 400g;;;;https://mamyito.pl/produkt/poledwiczki-z-kurczaka-wierzejki-400g
UNILEVER POLSKA SP. Z O.O.;BIG MILK Rożek waniliowy 110ml;;;;https://mamyito.pl/produkt/rozek-waniliowy-algida-big-milk-110ml
RODOWITA Z ROZTOCZA SP. Z O.O.;RODOWITA Woda mineralna niegazowana Active 1000ml;;;;https://mamyito.pl/produkt/woda-mineralna-niegazowana-active-rodowita-1000ml
DR GERARD SP. Z O.O.;ARTUR Krakersy cebulowe 90 g;;;;https://mamyito.pl/produkt/krakersy-cebulowe-artur-90g
PUTKA SP. Z O.O.;PUTKA Chleb razowy 500 g;;;;https://mamyito.pl/produkt/chleb-razowy-putka-500g
BAKOMA SP. Z O.O.;BAKOMA Jogurt naturalny gęsty 370 g;;;;https://mamyito.pl/produkt/jogurt-naturalny-gesty-bakoma-370g
PRZEDSIĘBIORSTWO PRODUKCJI LODÓW KORAL SP. J.;KORAL KOLOROWE LATO Lody śmietankowe 1000ml;;;;https://mamyito.pl/produkt/lody-smietankowe-koral-kolorowe-lato-1000ml
LACTALIS POLSKA SP. Z O.O.;PRESIDENT Twaróg delikatny ze szczypiorkiem 150 g;;;;https://mamyito.pl/produkt/twarog-delikatny-ze-szczypiorkiem-president-150g
PRZEDSIĘBIORSTWO PRODUKCJI LODÓW KORAL SP. J.;KORAL VIBES BARBIE Lody o smaku mascarpone z maliną 1000ml;;;;https://mamyito.pl/produkt/lody-o-smaku-mascarpone-z-malina-koral-vibes-barbie-1000ml
DR GERARD SP. Z O.O.;DR GERARD Krakersy solone mix 100 g;;;;https://mamyito.pl/produkt/krakersy-solone-mix-dr-gerard-100g
ANIMEX FOODS SP. Z O.O., SP.K.;KRAKUS Parówki z szynki 200 g;;;;https://mamyito.pl/produkt/parowki-z-szynki-krakus-200g
SPÓŁDZIELNIA PRACY MUSZYNIANKA;MUSZYNIANKA Woda mineralna niegazowana (szkło) 700ml;;;;https://mamyito.pl/produkt/woda-mineralna-niegazowana-szklo-muszynianka-700ml
PUTKA SP. Z O.O.;PUTKA Chleb wieloziarnisty 450 g;;;;https://mamyito.pl/produkt/chleb-wieloziarnisty-putka-450g
UNILEVER POLSKA SP. Z O.O.;KNORR Sos sałatkowy grecki 9 g;;;;https://mamyito.pl/produkt/sos-salatkowy-grecki-knorr-9g
BAHLSEN POLSKA SP. Z O.O., SP.K.;LEIBNIZ Herbatniki maślane 100 g;;;;https://mamyito.pl/produkt/herbatniki-maslane-leibniz-100g
"SM „MLEKPOL"" W GRAJEWIE";MLEKPOL Napój w stylu tureckim Ayran 330ml;;;;https://mamyito.pl/produkt/napoj-w-stylu-tureckim-ayran-mlekpol-330ml
ZAKŁAD MIĘSNY WIERZEJKI J. M. ZDANOWSCY SP.J.;WIERZEJKI Mortadela w plastrach 170 g;;;;https://mamyito.pl/produkt/mortadela-w-plastrach-wierzejki-170g
MONDELEZ POLSKA SP. Z O.O.;7 DAYS Rogalik z nadzieniem kakaowym 60 g;;;;https://mamyito.pl/produkt/rogalik-z-nadzieniem-kakaowym-7-days-60g
OSHEE POLSKA SP. Z O.O.;KINGA PIENIŃSKA Woda mineralna niegazowana 500 ml;;;;https://mamyito.pl/produkt/woda-mineralna-niegazowana-kinga-pieninska-500ml
SM MLEKOVITA;MLEKOVITA WYDOJONE Mleko UHT 1,5% bez laktozy 500 ml;;;;https://mamyito.pl/produkt/mleko-uht-15-bez-laktozy-mlekovita-wydojone-500ml
FIRMA HANDLOWA ROLNIK SP. J.;ROLNIK Pomidory suszone w oleju 280 g;;;;https://mamyito.pl/produkt/pomidory-suszone-w-oleju-rolnik-280g
AGII SP. Z O.O.;AGI Smalec czysty wieprzowy 200 g;;;;https://mamyito.pl/produkt/smalec-czysty-wieprzowy-agi-200g
ANIMEX FOODS SP. Z O.O., SP.K.;KRAKUS Szynka eksportowa wieprzowa 120 g;;;;https://mamyito.pl/produkt/szynka-eksportowa-wieprzowa-krakus-120g
PRZEDSIĘBIORSTWO PRODUKCJI LODÓW KORAL SP. J.;KORAL VIBES Lody o smaku wanilia i słony karmel 1000ml;;;;https://mamyito.pl/produkt/lody-o-smaku-wanilia-i-slony-karmel-koral-vibes-1000ml
"SM „MLEKPOL"" W GRAJEWIE";MLEKPOL Jogurt Augustowski naturalny 350g;;;;https://mamyito.pl/produkt/jogurt-naturalny-augustowski-mlekpol-350g
"SM „MLEKPOL"" W GRAJEWIE";MLEKPOL Serek Pyszny homogenizowany z czekoladą 140 g;;;;https://mamyito.pl/produkt/serek-pyszny-homogenizowany-z-czekolada-mlekpol-140g
MWS SP. Z O.O., SP.K.;TYMBARK Nektar ananas 1000 ml;;;;https://mamyito.pl/produkt/nektar-ananas-tymbark-1000ml
BIURKOM FLAMPOL SP. Z O.O.;ORYGINALNY SOK Mus jabłko szpinak banan cytryna 200 g;;;;https://mamyito.pl/produkt/mus-jablko-szpinak-banan-cytryna-oryginalny-sok-200ml
MWS SP. Z O.O., SP.K.;TYMBARK PO PROSTU Kompotowy rabarbar porzeczka jabłko napój niegazowany 1250 ml;;;;https://mamyito.pl/produkt/kompotowy-rabarbar-porzeczka-jablko-napoj-niegazowany-tymbark-po-prostu-1250ml
ZAKŁAD MIĘSNY WIERZEJKI J. M. ZDANOWSCY SP.J.;WIERZEJKI Filet z Indyka 500g;;;;https://mamyito.pl/produkt/filet-z-indyka-wierzejki-500g
ZAKŁAD MIĘSNY WIERZEJKI J. M. ZDANOWSCY SP.J.;WIERZEJKI Frankfurterki 250 g;;;;https://mamyito.pl/produkt/frankfurterki-wierzejki-250g
OSHEE POLSKA SP. Z O.O.;KINGA PIENIŃSKA Woda mineralna gazowana 1500 ml;;;;https://mamyito.pl/produkt/woda-mineralna-gazowana-kinga-pieninska-1500ml
TAGO PRZEDSIĘBIORSTWO PRZEMYSŁU CUKIERNICZEGO TADEUSZ GOŁĘBIEWSKI;TAGO Tofinek wafel z nadzieniem karmelowym 40 g;;;;https://mamyito.pl/produkt/tofinek-wafel-z-nadzieniem-karmelowym-tago-40g
BAKOMA SP. Z O.O.;BAKOMA Jogurt grecki 370 g;;;;https://mamyito.pl/produkt/jogurt-typu-greckiego-bakoma-400g
MWS SP. Z O.O., SP.K.;TARCZYN Sok pomidorowy 100% 300 ml;;;;https://mamyito.pl/produkt/sok-pomidorowy-100-tarczyn-300ml
CARLSBERG POLSKA SP. Z O.O.;OKOCIM Piwo jasne okocimskie 4x500ml 2000 ml;;;;https://mamyito.pl/produkt/piwo-jasne-okocimskie-4x500ml-okocim-2l
OKRĘGOWA SM W PIĄTNICY;PIĄTNICA Miks tłuszczowy do smarowania Śmietankowy Smak z Ostrołęki 200 g;;;;https://mamyito.pl/produkt/miks-tluszczowy-do-smarowania-smietankowy-smak-z-ostroleki-piatnica-200g
SANTE A. KOWALSKI SP. J.;SANTE Otręby owsiane 150 g;;;;https://mamyito.pl/produkt/otreby-owsiane-sante-150g
ZT KRUSZWICA S.A.;SMAKOWITA Margaryna o smaku swojskiego masełka 450 g;;;;https://mamyito.pl/produkt/margaryna-o-smaku-swojskiego-maselka-smakowita-450g
EUROBRAND SP. Z O.O.;APETITKI PETIT BEURRE Herbatniki maślane 200 g;;;;https://mamyito.pl/produkt/herbatniki-maslane-apetitki-petit-beurre-200g
PRZEDSIĘBIORSTWO PRODUKCJI LODÓW KORAL SP. J.;KORAL KOLOROWE LATO Lody śmietankowo-truskawkowo-czekoladowe 1000ml;;;;https://mamyito.pl/produkt/lody-smietankowo-truskawkowo-czekoladowe-koral-kolorowe-lato-1000ml
PUTKA SP. Z O.O.;PUTKA Chleb Danuty krojony 450 g;;;;https://mamyito.pl/produkt/chleb-danuty-krojony-putka-450g
DR. OETKER POLSKA SP. Z O.O.;DR. OETKER Galaretka poziomkowa 72 g;;;;https://mamyito.pl/produkt/galaretka-poziomkowa-dr-oetker-72g
ŚWIEŻE I ZIELONE SP. Z O.O. SP.K.;GRZEŚKOWIAK Placki ziemniaczane 400g;;;;https://mamyito.pl/produkt/placki-ziemniaczane-grzeskowiak-400g
JANEX SP.J.;JANEX Mięso wieprzowe łopatka kostka 500 g;;;;https://mamyito.pl/produkt/mieso-wieprzowe-lopatka-kostka-janex-500g
PRZEDSIĘBIORSTWO PRODUKCJI LODÓW KORAL SP. J.;KORAL KOLOROWE LATO Lody bakaliowe 1000ml;;;;https://mamyito.pl/produkt/lody-bakaliowe-koral-kolorowe-lato-1000ml
LAJKONIK SNACKS SP. Z O.O.;LAJKONIK JUNIOR Paluszki o smaku waniliowym 280 g;;;;https://mamyito.pl/produkt/paluszki-o-smaku-waniliowym-lajkonik-junior-280g
MELVIT S.A.;MELVIT Kasza bulgur 4x100g 400 g;;;;https://mamyito.pl/produkt/kasza-bulgur-4x100g-melvit-400g
PPHU TEDJAR;TEDJAR Kluski kopytka 400 g;;;;https://mamyito.pl/produkt/kluski-kopytka-tedjar-400g
ZAKŁAD MIĘSNY WIERZEJKI J. M. ZDANOWSCY SP.J.;WIERZEJKI Udka z kurczaka 600g;;;;https://mamyito.pl/produkt/udka-z-kurczaka-wierzejki-600g
PIEKARNIA OSKROBA S.A.;OSKROBA Bułka hot-dog 4 szt. 240g;;;;https://mamyito.pl/produkt/bulka-hot-dog-4-szt-oskroba-240g-2
Frank&Oli;Ciasteczko Brownie czekolada i kakao 50 g;;;;https://mamyito.pl/produkt/ciasteczko-brownie-czekolada-i-kakao-frankoli-50g
FOODCARE SP. Z O.O.;FRUGO ULTRABLACK Napój wieloowocowy niegazowany 500 ml;;;;https://mamyito.pl/produkt/napoj-wieloowocowy-niegazowany-frugo-ultrablack-500ml
ŚWIEŻE I ZIELONE SP. Z O.O. SP.K.;GRZEŚKOWIAK Pierogi ruskie ze smażoną cebulką 320g;;;;https://mamyito.pl/produkt/pierogi-ruskie-ze-smazona-cebulka-grzeskowiak-320g
BAKOMA SP. Z O.O.;BAKOMA Jogurt grecki 170 g;;;;https://mamyito.pl/produkt/jogurt-grecki-bakoma-180g
LACTALIS POLSKA SP. Z O.O.;GALBANI Ser Mascarpone 250 g;;;;https://mamyito.pl/produkt/ser-mascarpone-galbani-250g
JAWO SP. Z O.O.;JAWO Pyzy z mięsem mrożone 450 g;;;;https://mamyito.pl/produkt/pyzy-z-miesem-mrozone-jawo-450g
CARLSBERG POLSKA SP. Z O.O.;KARMI Piwo o smaku mrożonej kawy bezalkoholowe 4x400 ml butelka 1600 ml;;;;https://mamyito.pl/produkt/piwo-o-smaku-mrozonej-kawy-bezalkoholowe-4x400-ml-butelka-karmi-1600ml
UNILEVER POLSKA SP. Z O.O.;KNORR Sos sałatkowy włoski 8 g;;;;https://mamyito.pl/produkt/sos-salatkowy-wloski-knorr-8g
PRZEDSIĘBIORSTWO PRODUKCJI LODÓW KORAL SP. J.;KORAL Lody Iza o smaku śmietankowo-cytrynowo-truskawkowo-czekoladowym 270ml;;;;https://mamyito.pl/produkt/lody-iza-o-smaku-smietankowo-cytrynowo-truskawkowo-czekoladowym-koral-270ml
SERY ICC PASŁĘK SP. Z O.O.;PASŁĘK Miks tłuszczowy do smarowania 200 g;;;;https://mamyito.pl/produkt/miks-tluszczowy-do-smarowania-paslek-200g
PUDLISZKI SP. Z O.O.;PUDLISZKI Kukurydza konserwowa 400 g;;;;https://mamyito.pl/produkt/kukurydza-konserwowa-pudliszki-400g
ZAKŁAD MIĘSNY WIERZEJKI J. M. ZDANOWSCY SP.J.;WIERZEJKI Wędzonka firmowa w plastrach 170 g;;;;https://mamyito.pl/produkt/wedzonka-firmowa-w-plastrach-wierzejki-170g
COLIAN SP. Z O.O.;JUTRZENKA FAMILIJNE Wafle o smaku kakaowym 180 g;;;;https://mamyito.pl/produkt/wafle-o-smaku-kakaowym-jutrzenka-familijne-180g
MW FOOD SP. Z O.O., SP.K.;LUBELLA Owsianka z bananami i truskawkami 100 g;;;;https://mamyito.pl/produkt/owsianka-z-bananami-i-truskawkami-lubella-100g
MONDELEZ POLSKA SP. Z O.O.;LUBISIE Ciastko biszkoptowe z nadzieniem czekoladowym 30 g;;;;https://mamyito.pl/produkt/ciastko-biszkoptowe-z-nadzieniem-czekoladowym-lubisie-30g
PUTKA SP. Z O.O.;PUTKA Chleb Jana krojony 450 g;;;;https://mamyito.pl/produkt/chleb-jana-krojony-putka-450g
ZOTT POLSKA SP. Z O.O.;ZOTT ZOTTARELLA Ser Mozzarella Classic 125 g;;;;https://mamyito.pl/produkt/ser-mozzarella-classic-zott-zottarella-125g
PRZEDSIĘBIORSTWO PRODUKCJI LODÓW KORAL SP. J.;KORAL VIBES Lody o smaku czekolady i mięty z kawałkami czekolady 1000ml;;;;https://mamyito.pl/produkt/lody-o-smaku-czekolady-i-miety-z-kawalkami-czekolady-koral-vibes-1000ml
LAJKONIK SNACKS SP. Z O.O.;LAJKONIK JUNIOR SAFARI Drobne pieczywo o smaku waniliowym 125 g;;;;https://mamyito.pl/produkt/drobne-pieczywo-o-smaku-waniliowym-lajkonik-junior-safari-125g
"SM „MLEKPOL"" W GRAJEWIE";MLEKPOL Jogurt typ grecki 350g;;;;https://mamyito.pl/produkt/jogurt-typ-grecki-mlekpol-350g
CEREAL PARTNERS POLAND TORUŃ-PACIFIC SP. Z O.O.;NESTLÉ Płatki Kangus 250 g;;;;https://mamyito.pl/produkt/platki-kangus-nestle-250g
PUTKA SP. Z O.O.;PUTKA Chleb razowy ze słonecznikiem 500 g;;;;https://mamyito.pl/produkt/chleb-razowy-ze-slonecznikiem-putka-500g
P.P.H. TEMAR SP. Z O.O., SP.K.;TEDJAR Placki ziemniaczane;;;;https://mamyito.pl/produkt/placki-ziemniaczane-tedjar-400g
DEGA S.A.;DEGA Paprykarz szczeciński 135 g;;;;https://mamyito.pl/produkt/paprykarz-szczecinski-dega-135g
BUNGE POLSKA SP Z O. O.;ELEPLANT Tłuszcz roślinny 79% 200g;;;;https://mamyito.pl/produkt/tluszcz-roslinny-79-eleplant-200g
JANEX SP.J.;JANEX Skrzydełka z kurczaka 300 g;;;;https://mamyito.pl/produkt/skrzydelka-z-kurczaka-janex-300g
CEREAL PARTNERS POLAND TORUŃ-PACIFIC SP. Z O.O.;NESTLÉ FITNESS Płatki z jogurtem 225 g;;;;https://mamyito.pl/produkt/platki-z-jogurtem-nestle-fitness-225g
LACTALIS POLSKA SP. Z O.O.;PRESIDENT Corregio ser tarty długodojrzewający 100 g;;;;https://mamyito.pl/produkt/corregio-ser-tarty-dlugodojrzewajacy-president-100g
PUTKA SP. Z O.O.;PUTKA Chleb Magnat krojony 350 g;;;;https://mamyito.pl/produkt/chleb-magnat-krojony-putka-350g
FIRMA HANDLOWA ROLNIK SP. J.;ROLNIK Ogórki kwaszone 900 ml;;;;https://mamyito.pl/produkt/ogorki-kwaszone-rolnik-900ml
ZAKŁAD MIĘSNY WIERZEJKI J. M. ZDANOWSCY SP.J.;WIERZEJKI Karkówka wieprzowa 600g;;;;https://mamyito.pl/produkt/karkowka-wieprzowa-wierzejki-600g
COCA-COLA HBC POLSKA SP. Z O.O.;FANTA ZERO Napój gazowany o smaku pomarańczowym 850ml;;;;https://mamyito.pl/produkt/napoj-gazowany-o-smaku-pomaranczowym-fanta-zero-850ml
WARMIŃSKIE ZAKŁADY PRZETWÓRSTWA OWOCOWA-WARZYWNEGO SP. Z O.O.;KWIDZYN Ketchup pikantny sos pomidorowy 310 g;;;;https://mamyito.pl/produkt/ketchup-pikantny-sos-pomidorowy-kwidzyn-310g
ZAKŁAD MIĘSNY WIERZEJKI J. M. ZDANOWSCY SP.J.;WIERZEJKI Kiełbasa żywiecka podsuszana w plastrach 170 g;;;;https://mamyito.pl/produkt/kielbasa-zywiecka-podsuszana-w-plastrach-wierzejki-170g
